years_of_experience,rating,completion_rate,total_trips,completed_trips,region_familiarity,on_time_delivery_rate,avg_speed_kmh,accidents_last_3_years,license_type,night_shift_capable,last_medical_check_months,training_courses_completed,avg_trip_distance_km,score
9,4.5,0.931,217,202,0,0.887,72.8,0,B,0,35,8,157.8,77.55
7,5,0.868,179,155,1,0.833,83.4,0,C,1,12,6,103.6,91.83
7,3.2,1,173,173,1,0.923,79.1,1,B,1,24,4,100.5,86.26
4,4.4,0.8,148,118,0,0.83,76.4,1,C,1,9,2,40.3,57.46
3,3.4,0.793,63,49,1,0.656,59.2,3,B,1,12,1,114.8,60.03
3,3.7,0.861,100,86,1,0.84,84.9,1,B,1,9,2,105,66.82
11,4.5,0.94,209,196,1,0.924,85.1,0,B,0,22,6,184.2,95.78
0,3,0.759,46,34,0,0.698,75,1,A,0,17,0,116.7,35.97
9,4,0.951,202,192,1,0.995,73.8,0,C,1,33,8,144.8,88.76
5,3.9,0.846,121,102,0,0.809,84.3,2,A,0,24,4,117.9,58.25
4,3.1,0.832,134,111,0,0.721,65.9,3,C,1,15,5,122.3,48.97
7,4.3,0.887,176,156,1,0.795,64.8,1,C,1,29,6,118.9,85.7
4,3.5,0.748,142,106,1,0.771,92.3,1,C,1,32,3,68.3,72.65
9,3.8,0.823,191,157,1,0.869,50,1,C,0,33,8,117.5,89.42
10,4.2,0.971,257,249,1,0.951,110,0,B,1,29,8,158.8,91.81
4,4.2,0.801,103,82,0,0.768,79.4,0,B,1,15,5,142,66.35
2,3.2,0.801,41,32,1,0.814,64.2,3,A,1,27,3,143,55.81
5,3.9,0.929,168,156,0,0.846,76.4,1,B,0,34,3,111.5,66.88
10,4.1,0.912,226,206,1,0.842,88.4,0,A,1,4,6,165,91.12
2,3.7,0.797,92,73,1,0.791,64,3,B,1,18,2,152.1,60.23
6,4.2,0.907,137,124,1,0.952,98.4,0,A,1,21,6,143.5,88.59
6,4.6,0.832,166,138,1,0.841,91.7,1,C,1,8,6,132.1,85.75
7,4,0.936,197,184,1,0.895,108.2,1,C,1,6,6,142.3,85.37
1,3.6,0.837,28,23,0,0.705,51.8,1,C,1,20,1,105.5,46.46
7,4.1,0.967,188,181,0,0.88,78.1,0,A,0,2,4,99.4,71.46
10,4.9,0.882,254,224,1,0.947,63.4,0,C,1,22,9,182.8,97.42
1,3,0.862,75,64,0,0.808,53.4,3,A,1,21,2,101.2,42.45
2,3.7,0.835,106,88,1,0.784,64.1,1,B,1,6,1,128.6,70.66
11,4.4,0.864,260,224,1,1,77.8,0,C,1,32,6,182.8,95.03
2,3.4,0.677,42,28,1,0.719,72.4,3,C,0,6,1,126.6,53.37
9,4.3,0.863,188,162,1,0.841,77.2,0,B,1,13,7,124.3,91.75
4,3.8,0.849,113,95,0,0.748,80.6,0,C,0,1,4,94.1,62.36
2,3.4,0.829,60,49,1,0.822,71.8,0,B,1,22,1,100.6,70.05
9,4.3,0.9,190,171,1,0.959,98.3,0,C,0,24,7,129.5,94.49
4,4.3,0.832,141,117,1,0.715,80.9,0,B,1,30,2,137.7,79.86
5,4.2,0.842,159,133,0,0.808,58.4,0,C,1,22,3,77.5,64.92
3,3.9,0.872,59,51,1,0.782,67.8,3,C,1,12,1,99.2,59.97
5,3.6,0.776,97,75,0,0.761,71.6,2,A,1,26,5,103,53.21
1,3,0.807,68,54,1,0.665,71.8,6,A,1,4,1,65.7,56.56
3,3.9,0.78,113,88,0,0.725,82.4,2,A,1,19,2,62.9,49.72
11,4.9,0.885,277,245,1,0.893,84.9,0,C,1,16,8,169.3,100
2,4,0.866,104,90,0,0.702,74.9,1,C,0,12,4,93.5,53.59
6,3.7,0.813,157,127,0,0.869,60.4,0,C,0,33,5,185.1,67.67
3,3.5,0.814,84,68,0,0.788,64,2,C,1,21,4,178.6,51.67
8,3.5,0.987,213,210,1,0.893,54.1,1,B,1,9,4,112,87.65
1,3.2,0.836,46,38,0,0.64,71.8,1,A,1,8,3,30.9,40.06
11,4.9,0.907,276,250,1,0.932,91.6,1,B,1,20,6,132,92.96
4,3.5,0.816,111,90,1,0.819,55.2,1,C,1,10,3,110.1,73.32
2,3.7,0.746,64,47,1,0.698,69.9,1,A,0,32,1,129.8,59.82
0,3.1,0.845,32,27,1,0.671,63.8,3,A,1,28,3,65.6,55.1
1,3.4,0.844,38,32,0,0.74,86.8,1,B,0,10,1,105.3,38.87
5,3.3,0.883,153,135,0,0.848,61.8,4,A,1,8,4,96,52.75
3,3.6,0.861,112,96,0,0.688,80.5,3,A,0,33,3,89.4,51.93
8,2.9,0.85,164,139,1,0.943,90.7,1,A,1,13,7,149,84.08
4,3.6,0.757,91,68,1,0.712,68.7,1,C,1,35,5,111.7,66.47
2,2.8,0.835,51,42,0,0.741,71.5,0,A,0,29,3,94.9,47.49
6,4.4,0.906,177,160,0,0.915,86.9,0,C,0,5,5,95.5,75.61
7,4.3,0.956,198,189,1,0.895,62.3,2,A,1,3,5,172.8,80.97
1,3.5,0.784,65,50,1,0.783,61.4,1,C,1,6,2,124.5,63.03
1,3.9,0.776,91,70,1,0.804,68.7,1,B,1,16,1,125.1,64.04
0,2.8,0.768,17,13,1,0.632,89.8,1,C,1,35,3,59.7,49.35
7,4.7,0.909,140,127,1,0.92,70.7,0,C,1,18,6,139.6,92.03
6,4.3,0.848,187,158,0,0.905,70.8,0,C,1,11,6,112.3,72.34
4,3.6,0.832,117,97,1,0.779,89.6,0,C,0,23,3,82.8,76.74
9,4.7,0.944,216,203,1,0.907,86.5,0,C,1,11,5,160.5,91.15
8,3.7,0.858,219,187,1,0.782,103.2,0,C,1,29,4,80.3,89.58
5,3.5,0.918,153,140,1,0.88,85.6,0,B,1,27,6,145.4,83.79
9,4,0.934,205,191,1,0.792,76.7,0,C,1,9,6,117.1,93.91
2,3.2,0.714,43,30,0,0.774,64.5,0,C,0,35,2,86.6,39.98
1,2.9,0.768,29,22,0,0.653,56.6,0,A,1,9,0,20,44.54
2,3.9,0.706,89,62,0,0.793,52.3,0,B,1,18,2,150.2,50.39
0,3.1,0.77,30,23,0,0.726,69.1,4,C,0,21,1,99.7,34.52
5,3.9,0.823,127,104,1,0.863,80,0,C,0,1,6,122.6,76.35
10,4.2,0.958,232,222,1,0.904,89,0,C,0,27,6,139.4,89.85
0,2.5,0.736,6,4,0,0.629,63.5,4,A,1,29,1,48,29.8
1,3.4,0.813,93,75,1,0.649,89.7,1,A,1,19,3,82,63.18
4,2.9,0.863,108,93,0,0.861,54.7,1,B,1,24,4,121.1,52.97
10,4.4,0.929,188,174,1,0.969,62.3,1,B,0,1,6,153.1,93.94
3,3,0.878,78,68,0,0.828,59.7,1,B,0,23,4,119.9,49.67
4,4.5,0.938,112,105,1,0.844,71.1,1,B,0,13,4,167.7,78.97
0,3.6,0.786,36,28,1,0.738,51.8,1,A,0,30,1,47.8,51.32
1,3.4,0.814,50,40,0,0.723,82.7,0,A,0,11,1,95.1,47.21
11,5,0.886,203,179,0,0.959,72.6,0,B,1,7,8,220.2,84.84
11,4.2,0.879,262,230,1,0.896,70.5,0,C,1,35,9,158.7,94.36
0,3.4,0.832,60,49,0,0.707,77.7,3,A,0,11,1,75.8,34.82
11,4.6,0.975,237,231,1,1,84,0,B,1,21,7,181.8,95.22
6,4,0.81,142,115,1,0.829,83.4,1,B,0,3,6,148.3,77.56
9,4.8,0.837,220,184,1,0.791,77.9,0,A,1,30,8,183.5,96.51
4,4,0.802,112,89,1,0.768,74.3,0,C,0,24,4,115.3,76.02
5,3.9,0.841,149,125,1,0.765,55.3,1,B,1,3,4,96.2,80.28
4,3,0.814,134,109,1,0.8,69.2,0,C,1,33,5,128.8,73.87
6,3.5,0.87,177,153,1,0.801,61.4,0,B,0,22,3,99,78.86
1,3.3,0.839,91,76,0,0.734,90,0,C,0,31,2,98,46.85
0,3.2,0.803,55,44,0,0.679,80.5,3,A,0,12,2,82.3,37.5
3,3.1,0.848,80,67,0,0.794,61.7,2,A,0,14,3,105.6,54.3
7,5,0.753,183,137,1,0.797,73,0,C,1,12,6,133.5,88.48
2,4,0.727,76,55,0,0.747,66.1,2,A,0,27,1,126.1,49.14
6,4.1,0.822,180,147,0,0.928,99.8,1,C,0,13,5,146.5,70.37
11,4.5,0.898,238,213,0,0.887,86.3,1,B,1,24,8,188.8,74.94
1,3.2,0.836,74,61,0,0.78,61.4,0,B,0,9,3,74.1,52.26
6,3.5,0.818,165,134,1,0.707,75.8,2,C,1,8,4,78.7,78.87
4,3.7,0.868,126,109,0,0.796,52.6,1,C,1,15,4,100.1,53.59
9,4.4,0.863,207,178,0,0.909,77.6,0,B,1,7,8,165.1,80.53
1,2.8,0.734,40,29,1,0.676,53.5,0,A,1,24,3,89,60.45
7,4.2,0.818,152,124,1,0.758,53.3,0,C,1,16,5,123,82.74
8,4.1,1,214,214,0,0.919,100.8,0,C,0,24,7,150.6,73.98
10,3.6,0.876,205,179,1,0.996,79.7,0,A,1,7,9,152,92.24
6,3.6,0.896,156,139,1,0.846,64.7,0,C,1,28,5,129.5,87.29
4,3.5,0.757,123,93,1,0.803,50.6,2,A,1,2,4,52.3,67.18
6,4.7,0.933,151,140,1,0.92,71.3,0,C,0,34,6,151,83.53
9,4.5,0.92,195,179,1,1,76.7,0,B,1,3,5,170.4,92.77
5,3.3,0.862,148,127,1,0.772,81.7,2,B,1,1,4,183.4,72.31
0,3.4,0.801,21,16,1,0.668,53.6,3,B,1,31,3,58.6,44
10,3.8,0.943,244,230,1,0.925,73.6,0,C,1,23,9,144.9,90.21
6,4.3,0.902,143,128,1,0.885,62.9,0,C,1,20,3,133.2,86.25
6,3.7,0.832,185,153,1,0.718,71.4,0,B,1,16,4,127,86.7
2,3.4,0.774,89,68,1,0.776,44.1,0,B,0,32,4,143.4,67.77
6,4.4,0.864,114,98,1,0.851,64.3,0,C,1,17,6,115.8,88.68
3,3,0.855,106,90,1,0.759,77.1,1,C,1,18,3,99.4,64.5
6,3.4,0.858,126,108,1,0.863,59.3,2,C,1,4,6,111.1,78.2
1,3.1,0.832,81,67,0,0.787,78.5,2,B,0,35,0,133.7,40.76
6,4.3,0.893,170,151,1,0.903,84.5,2,B,1,23,6,142.6,82.85
11,3.9,0.919,260,238,1,0.951,93,0,C,0,15,7,215.1,93.45
0,2.1,0.693,55,38,1,0.699,64.9,2,A,0,13,1,167.5,49.4
11,4.3,0.905,204,184,1,0.961,80.4,0,C,1,14,6,145.1,92.78
3,3.8,0.908,99,89,1,0.864,73.3,1,C,1,14,4,136.3,71.67
9,4.7,0.92,182,167,1,0.934,94.3,0,A,1,5,8,144.3,99.47
8,4,0.857,152,130,1,0.91,91.8,0,B,1,22,7,123.4,92.59
5,3.6,0.861,106,91,1,0.869,52.6,1,B,0,28,6,76,79.01
7,4.5,0.909,159,144,0,0.973,65,0,B,1,4,7,199.9,77.08
9,3.5,0.871,173,150,1,0.871,65.9,1,C,1,29,6,182.1,88.74
3,3.4,0.883,72,63,0,0.876,78.2,2,C,1,35,3,97.2,46.51
3,3.6,0.846,70,59,0,0.907,61.3,1,A,1,20,2,122.7,55.8
6,4.1,0.807,117,94,0,0.8,71.6,0,B,1,35,5,73.7,69.64
8,3.9,0.932,180,167,1,0.889,97.5,1,B,1,35,5,141.2,84.21
7,4,0.855,204,174,1,0.837,89,1,A,1,20,4,113.1,81.53
8,3.2,0.88,191,168,1,0.917,93.5,0,C,1,2,7,187.4,84.87
4,3.4,0.784,145,113,1,0.69,62.4,2,B,0,18,4,157.4,70.74
8,4.3,0.921,193,177,1,0.872,43.7,1,C,0,30,5,170.7,80.75
1,2.9,0.786,31,24,1,0.715,61.8,0,A,1,29,2,116.4,57.59
5,3.8,0.882,143,126,1,0.812,55.2,1,B,1,22,6,100.5,76.58
0,3.4,0.752,37,27,0,0.682,41.7,6,A,0,29,0,101.5,29.93
3,3.4,0.788,76,59,0,0.741,83,0,A,1,10,4,62.6,48.38
3,3.6,0.784,67,52,1,0.804,58.8,1,C,1,20,2,58.6,63.15
3,3.2,0.841,120,100,1,0.809,59.8,2,A,0,16,2,100.8,71.12
7,3.9,0.841,187,157,1,0.94,71.1,1,A,0,6,6,151.9,83.41
3,3.8,0.811,87,70,1,0.812,89.3,0,C,1,17,1,121.9,71.78
4,3.7,0.809,101,81,0,0.736,69.1,0,C,1,6,2,74.3,55.7
2,3.2,0.829,55,45,0,0.752,79.4,1,A,0,22,2,49.5,49.37
3,3.6,0.734,64,46,0,0.736,65.7,2,C,1,18,3,90.5,49.13
2,3.7,0.82,82,67,0,0.77,49,0,A,0,32,4,69.7,52.16
0,2.4,0.867,33,28,0,0.79,50.7,1,B,0,28,3,98.4,38.47
6,4.4,0.924,116,107,0,0.871,74,1,A,1,10,4,97.6,70.49
6,3.8,0.831,169,140,1,0.843,75.3,3,C,1,22,4,186.3,72.18
6,4.1,0.887,161,142,1,0.851,80.5,0,B,1,28,6,138.9,82.52
4,4.2,0.85,120,102,1,0.843,77.5,1,A,1,15,5,107.6,80.38
3,3,0.894,133,118,1,0.769,80.3,4,B,1,29,4,69.6,69.09
9,4,0.777,180,139,0,0.799,69.3,0,C,1,7,7,112.4,74.6
5,3.7,0.904,97,87,1,0.869,94.4,0,C,1,34,3,110.4,80.46
4,3.4,0.821,138,113,0,0.813,94,1,C,1,32,3,94.6,60.42
0,3.9,0.743,68,50,1,0.764,58.8,3,B,0,2,1,28,53.27
3,3.2,0.782,103,80,1,0.643,60,1,B,1,26,3,145.1,65.07
3,3.3,0.756,116,87,0,0.751,48.1,1,B,0,11,4,70.8,55.21
3,3.6,0.79,78,61,1,0.772,71.6,2,C,0,25,3,114.6,70.8
5,3.3,0.794,152,120,1,0.729,77.9,1,B,1,19,6,133.3,77.3
5,3.6,0.857,151,129,1,0.819,65.5,1,B,1,20,4,71.4,77.77
6,4,0.891,180,160,1,0.911,77.4,0,C,1,33,3,116.5,81.56
7,3.9,0.863,182,157,0,0.965,58.8,3,C,1,17,6,93.7,65.65
8,4.1,0.964,185,178,1,0.959,88.6,1,C,0,30,7,156.2,92.09
7,3.8,0.848,138,117,0,0.84,69.1,1,B,1,18,5,137.9,70.05
11,3.9,0.915,246,225,1,1,85,0,C,1,32,6,165.7,88.75
0,3.3,0.756,9,6,0,0.747,67.5,1,C,1,4,2,55.4,42.37
2,4.1,0.837,109,91,0,0.738,44.5,1,C,0,32,3,131.4,57.46
0,3.2,0.815,35,28,0,0.69,75,2,C,0,19,1,68.7,36.23
6,4,0.887,157,139,1,0.842,64.6,0,C,1,3,5,83.7,86.22
9,4.5,0.897,175,156,1,0.855,80.9,0,B,1,28,6,123.7,89.82
2,2.9,0.74,72,53,0,0.718,51.1,1,B,0,6,3,35.8,43.09
10,5,0.9,217,195,1,0.951,74.2,0,C,1,17,6,140.4,96.2
0,3.3,0.854,71,60,1,0.783,69.4,2,A,0,5,0,52.7,53.79
10,5,0.967,214,206,0,0.928,67,0,B,1,19,8,180.8,83.82
3,3.3,0.836,87,72,0,0.85,57.2,1,C,1,35,2,121.2,50.33
1,4,0.774,25,19,1,0.758,68,0,C,0,22,3,94.4,65.12
4,4,0.834,133,110,1,0.833,69,2,C,1,24,4,140.4,72.92
2,3.7,0.788,70,55,1,0.702,72.2,2,C,1,10,4,60.6,56.64
2,3.5,0.867,49,42,1,0.862,63.6,2,A,0,2,2,105.5,61.37
3,3.5,0.779,84,65,1,0.791,77.2,4,C,0,28,4,60.9,62.48
8,4.6,0.935,150,140,0,0.884,70.2,0,A,0,17,6,129.7,73.35
5,3.8,0.822,156,128,1,0.787,79.7,0,C,0,6,3,130.2,74.57
3,2.8,0.887,61,54,0,0.78,58.6,2,A,0,5,2,88,47.06
6,3.5,0.883,158,139,1,0.798,66.7,3,B,0,7,3,177,77.75
7,4,0.838,198,165,1,0.903,84.3,1,C,1,32,4,125.6,85.08
2,3.6,0.792,65,51,1,0.703,61.8,4,A,1,4,1,120,58.22
4,3.7,0.87,127,110,1,0.823,56.9,1,C,1,21,4,104.1,72.38
1,3.8,0.769,35,26,0,0.701,87.3,2,A,1,32,1,92,37.27
2,2.7,0.808,84,67,1,0.787,67.6,2,A,0,18,4,85,61.86
6,4,0.836,147,122,1,0.875,79.7,0,B,0,33,3,133.3,82.8
2,2.7,0.895,95,85,1,0.748,40.9,0,B,0,14,4,147.8,69.79
5,4.1,0.945,103,97,1,0.848,88.5,0,A,0,6,4,166.3,86.9
7,4,0.949,132,125,0,0.815,107.3,1,B,1,11,5,121.4,69.45
1,3.5,0.787,83,65,1,0.814,81.4,0,B,1,20,3,81.1,65.73
5,3.4,0.828,135,111,1,0.868,89.1,3,A,0,29,6,121.5,73.57
2,3.9,0.768,84,64,0,0.672,63.1,2,B,0,35,1,115.3,43.41
11,4.9,1,266,266,1,0.932,84.5,0,C,1,16,9,223.6,95.73
4,3.9,0.881,107,94,1,0.805,76.9,0,B,1,7,5,150.6,81.05
8,4.1,0.938,195,182,1,0.904,68.6,1,B,0,31,6,136,88.65
5,4,0.836,96,80,1,0.782,71,2,C,0,6,3,132.1,71.58
0,2.9,0.692,73,50,1,0.625,53,2,B,1,29,0,86.8,46.24
6,4.3,0.785,170,133,1,0.839,69.3,1,C,0,27,4,109.8,77
11,5,0.933,246,229,1,1,91.6,0,C,1,2,9,198.4,97.31
6,4.3,0.836,186,155,0,0.838,52.8,1,A,1,22,5,52.6,64.3
8,3.9,0.857,204,174,1,0.863,88.4,1,C,1,9,5,174.2,87.33
9,4.4,0.92,209,192,1,0.895,59.6,0,C,0,11,7,164.4,100
2,2.9,0.858,74,63,1,0.714,68.6,1,C,0,16,1,41.8,62.88
2,3.7,0.772,70,54,0,0.709,69.7,1,B,0,13,4,64.7,52.52
6,4.1,0.797,183,145,1,0.88,80.9,0,C,1,18,5,66,85.1
4,2.9,0.801,146,116,0,0.684,68.8,1,A,1,25,3,162.9,48.92
8,3.7,0.837,203,169,1,0.875,64.5,2,C,1,33,4,114.3,82.23
10,4.3,0.946,251,237,0,0.942,82.2,0,B,1,10,8,187.3,77.32
3,3.4,0.821,71,58,0,0.782,95.6,3,C,1,30,3,132.4,43.67
2,3,0.901,43,38,0,0.818,67.8,3,B,0,1,2,92.4,42.36
8,4.3,0.926,174,161,1,0.901,66.4,0,A,0,33,6,124.1,93.36
2,3.5,0.898,97,87,0,0.758,62.4,4,C,0,15,1,111.4,46.25
8,4.1,0.819,172,140,1,0.833,78.8,0,C,0,29,6,150.5,91.31
4,3.4,0.672,129,86,1,0.814,67.8,3,C,1,2,5,140.1,67.01
6,4.3,0.874,182,159,0,0.898,69.1,0,B,1,11,6,92.8,72.83
1,4,0.8,65,52,0,0.877,82.4,6,C,0,34,1,118.7,42.11
6,3.7,0.856,172,147,1,0.827,80.2,0,B,1,19,6,168.4,87.06
4,3.4,0.839,134,112,1,0.768,69.6,1,B,0,2,5,104.3,72.28
5,4,0.792,143,113,1,0.826,71.2,2,B,0,20,5,91.3,73.78
1,3.2,0.822,64,52,0,0.761,68.6,4,B,1,31,0,73.5,37.2
7,4,0.912,196,178,1,0.908,82.2,0,C,1,4,4,116.8,89.73
9,4.6,0.843,177,149,1,0.934,93.9,0,B,0,29,7,146.6,94.32
2,2.7,0.79,58,45,1,0.78,63.1,3,B,1,30,4,73.9,53.14
1,3.8,0.779,74,57,0,0.781,54.6,4,B,0,13,2,101.7,45.16
0,3.2,0.746,50,37,0,0.759,58.3,3,C,0,15,3,99.1,32.75
6,3.7,0.804,156,125,1,0.887,63.5,2,C,1,20,6,117.2,80.32
6,3.9,0.862,134,115,1,0.73,55.7,1,B,0,34,6,69.4,81.22
5,3.8,0.861,147,126,0,0.836,89.4,0,B,0,28,3,133.3,64.3
2,2.7,0.777,99,76,1,0.698,78.3,1,B,0,20,2,51.7,62.09
3,4.2,0.766,88,67,0,0.812,42.1,1,C,0,25,1,111.5,53.07
5,3.8,0.869,102,88,1,0.712,75.1,0,A,0,27,6,122.2,79.74
4,3.8,0.796,133,105,0,0.86,66.5,0,C,0,30,4,102.1,68.57
11,4.9,0.915,275,251,1,0.906,75.5,0,B,1,20,8,187.3,98.14
1,2.9,0.772,42,32,0,0.67,40,3,A,1,1,3,98.9,35.42
7,4.2,0.938,155,145,1,0.901,75.2,1,A,0,35,5,147.6,84.88
3,3.4,0.785,77,60,0,0.746,70.4,1,C,0,24,1,128.6,53.1
4,4,0.921,81,74,0,0.913,56.9,2,C,0,25,2,99.6,55.8
7,3.2,0.913,205,187,1,0.944,95,1,A,1,12,7,123.2,89.15
7,4,0.966,202,195,1,0.867,85,0,C,0,11,7,168.3,92.11
11,4.3,0.963,229,220,1,1,68.7,0,B,1,30,7,187.3,89.41
1,3.5,0.783,62,48,0,0.701,78.8,2,B,0,13,0,73.9,43.91
1,3.5,0.748,48,35,0,0.69,60.9,2,B,1,25,1,27.9,33.02
7,3.7,0.858,157,134,1,0.895,88.2,1,B,1,25,4,147.8,81.56
5,3.5,0.923,156,143,1,0.916,55.2,1,A,0,17,4,134.6,80.96
2,3.4,0.805,90,72,0,0.731,70,4,C,0,12,2,59.6,39.02
0,2.8,0.813,46,37,1,0.701,50.4,2,B,0,11,1,54.5,57.27
1,3.7,0.804,51,41,1,0.749,56.5,2,A,0,10,2,75.8,61.32
9,4.1,0.915,205,187,1,0.868,55.3,1,C,1,17,7,165.6,86.35
2,2.3,0.822,100,82,0,0.836,53.2,1,C,0,16,3,170.5,51.62
3,3.4,0.846,99,83,0,0.738,54.6,1,B,1,20,1,137.5,46.66
2,3,0.767,73,55,1,0.71,51.6,2,B,1,5,2,50.7,55.62
3,2.9,0.807,74,59,1,0.86,71.8,3,B,1,32,4,90.9,55.78
0,2.7,0.795,27,21,0,0.724,43.8,3,B,0,27,3,77.2,26.27
5,3.8,0.856,101,86,0,0.92,76.1,1,C,0,4,3,135.1,61.72
0,3.7,0.757,30,22,1,0.691,77.1,3,C,0,7,0,55.6,50.63
8,4.3,0.91,160,145,1,1,66.3,0,B,1,14,7,161.5,94.06
2,3.2,0.769,112,86,0,0.773,67,2,B,1,24,2,80.6,46.79
5,4,0.787,99,77,1,0.764,68.5,4,A,1,18,5,137.5,71.23
9,4.1,0.917,235,215,1,0.875,73.6,2,B,1,1,5,154.3,83.39
6,3.6,0.802,161,129,1,0.752,43.3,3,C,1,17,3,189.4,71.49
5,3.3,0.862,120,103,0,0.757,59,1,C,1,26,3,149.4,51.16
3,2.9,0.723,63,45,1,0.713,87,5,A,1,22,4,143.4,60.27
3,3.4,0.785,80,62,1,0.715,73.4,2,C,1,18,3,72.3,63.67
6,4,0.845,125,105,0,0.709,71.1,0,B,0,28,4,112,67
11,4.5,0.85,230,195,1,0.972,57.3,0,C,1,21,7,177.8,95.2
6,3.7,0.843,145,122,1,0.876,81.1,1,A,1,33,6,91,82.84
5,3.4,0.907,117,106,0,0.853,61.6,1,C,0,30,3,151.4,59.95
7,4.3,0.812,148,120,1,0.789,60.7,1,C,1,8,7,139.9,85.56
4,3.1,0.817,106,86,0,0.875,57.4,2,B,0,30,5,145,58.4
0,3.5,0.865,30,25,0,0.726,71.1,1,B,1,9,1,94.5,39.69
5,3.4,0.795,110,87,1,0.763,71.6,1,C,1,33,5,121.3,78.09
11,4.2,1,241,241,1,0.987,91.9,0,C,1,29,7,164.3,92.53
1,2.7,0.78,55,42,1,0.736,80,1,B,1,31,3,64.9,49.97
7,3.8,0.881,156,137,1,0.741,66.6,1,C,1,3,7,111.1,85.11
2,3.8,0.872,88,76,0,0.771,67.5,1,B,0,11,1,122.7,51.01
5,4,0.824,159,131,0,0.819,68.9,1,A,1,5,3,140,59.26
1,3.7,0.825,60,49,1,0.722,50.2,2,A,0,31,3,125,58.24
4,3.9,0.879,78,68,1,0.745,56.4,0,C,1,20,3,95.6,73.12
7,3.6,0.843,136,114,0,0.791,73.5,1,A,0,4,4,169.7,72.94
3,3.4,0.783,104,81,0,0.79,68.8,0,C,1,8,3,98.7,58.61
6,3.6,0.85,162,137,1,0.877,73.3,1,B,1,35,5,145.4,76.5
8,4.7,0.879,186,163,0,0.862,76.4,0,C,1,13,7,182.7,76.44
10,3.9,0.862,202,174,1,0.935,70.2,0,B,1,5,8,222.1,94.73
2,3.8,0.775,67,51,1,0.721,93.5,2,C,0,19,3,128.2,65.09
3,3.9,0.648,99,64,1,0.681,72.3,2,C,1,18,1,110.1,61.22
1,4.1,0.777,94,73,0,0.737,59.6,2,C,1,33,0,104.8,43.35
11,4.3,0.975,276,269,0,0.91,86.3,0,B,1,4,7,205.5,79
10,4.7,0.833,201,167,1,1,69.8,0,C,1,18,6,181.3,94.16
5,4.7,0.825,156,128,0,0.742,72.8,0,B,1,24,4,108,69.45
9,4,1,195,195,1,0.953,83.3,0,C,1,29,5,170.4,93.85
5,3.2,0.847,152,128,1,0.828,79.1,1,A,0,31,6,159.1,72.41
6,3.2,0.93,182,169,0,0.866,58.9,0,C,1,28,4,182.4,65.04
1,3.6,0.743,44,32,0,0.79,102.8,5,C,0,9,3,89.9,33.66
7,3.3,0.898,136,122,1,0.737,89.7,0,B,1,26,5,102.5,83.05
1,3.2,0.735,48,35,0,0.734,90.9,5,A,1,2,2,34.6,33.72
8,4.3,0.909,187,169,1,0.879,73.9,1,A,1,6,5,167.9,87.5
8,4.2,0.931,160,148,1,0.929,80,0,B,0,29,5,98,94.4
7,4.2,0.906,144,130,1,0.877,75.9,1,C,1,26,5,145.6,86.8
0,3.3,0.763,26,19,0,0.7,58.4,1,C,0,28,1,112.3,38.42
3,4.1,0.835,109,91,0,0.72,78.6,0,A,1,7,2,99.1,59.08
2,3.1,0.821,63,51,1,0.724,57.4,3,B,1,34,3,51.1,60.41
3,3.3,0.854,106,90,0,0.942,77.9,1,B,0,10,2,66.2,53.47
1,3,0.787,93,73,1,0.759,60.5,3,A,1,22,3,60.4,55.99
10,4.7,0.963,234,225,1,0.998,84.8,0,C,1,27,7,156.3,95.56
5,4.2,0.92,107,98,1,0.824,90,1,A,1,22,4,156.1,78.93
3,3.7,0.805,68,54,1,0.728,67.9,0,B,0,19,4,104.4,75.88
3,4,0.823,113,92,0,0.815,78.9,2,A,0,9,1,168.6,50.4
4,3.2,0.789,85,67,1,0.689,64.9,1,C,0,19,2,143.2,61.57
6,4.6,0.879,164,144,1,0.815,59.8,1,A,1,2,5,136.9,85.48
5,4.4,0.866,96,83,0,0.808,92.4,0,C,1,28,4,117.9,63.83
10,4.7,0.919,209,192,1,0.98,89,0,C,1,22,7,145.1,87.74
4,4.4,0.841,89,74,1,0.821,69.4,0,B,1,6,2,116.5,78.5
11,3.8,1,253,253,1,0.951,89.9,0,C,1,7,7,184.3,93.64
9,4.1,0.758,224,169,1,0.884,66.3,0,B,0,6,7,161.6,93.38
2,3.1,0.782,74,57,0,0.731,73.3,2,C,1,33,4,81,42.37
10,4.7,0.899,219,196,1,0.98,82.6,0,B,0,14,7,129,89.27
1,2.9,0.866,25,21,0,0.765,74.3,1,B,0,1,3,143.9,40.19
8,4.4,0.913,207,188,1,0.981,96.7,2,A,1,25,6,163,82.32
3,4.1,0.846,128,108,0,0.769,86.9,0,A,0,6,1,114.7,64.4
9,4.5,0.966,214,206,0,0.99,61.8,0,B,1,28,7,167.2,82.37
9,4.4,0.894,230,205,1,0.911,54.6,0,A,1,18,7,185,96.65
8,3.8,0.922,167,153,1,0.862,79.9,1,C,0,27,6,130,89.09
8,3.8,0.863,215,185,1,1,79,0,A,1,2,6,140.1,86.83
3,4.1,0.768,131,100,1,0.825,55.9,1,C,1,21,4,81.4,71.31
1,3.6,0.883,27,23,1,0.77,55,2,C,1,23,2,87.8,59.58
3,3.5,0.839,125,104,0,0.82,60.3,0,A,0,2,3,83.7,53.94
1,3.2,0.826,33,27,0,0.687,82.5,1,B,0,16,2,57.8,43.45
