mileage,vehicle_age_years,condition_rating,capacity,fuel_efficiency_num,distance,required_capacity,capacity_utilization,last_maintenance_days,engine_type,tire_condition,avg_fuel_consumption_per_100km,gps_tracker_installed,ac_working,load_type,breakdown_count_last_year,score
139311,5,5,300,1,405,156,0.52,365,petrol,2,6.1,0,0,standard,3,51.3
275627,11,5,500,3,487,334,0.668,125,diesel,1,18.8,0,1,standard,0,45.31
204206,7,7,800,2,311,499,0.624,7,diesel,2,14.4,1,1,bulk,0,57.54
126186,6,8,300,2,216,201,0.67,85,diesel,2,11.8,1,1,standard,0,65.58
57654,1,7,300,1,150,208,0.693,52,petrol,4,8.2,1,1,standard,0,83.81
164749,7,5,300,2,183,134,0.447,232,diesel,3,14.3,1,1,standard,0,50.61
190774,7,9,500,2,311,263,0.526,61,petrol,2,10.8,1,1,bulk,1,61.46
166366,7,6,1000,3,285,476,0.476,80,diesel,2,17.3,1,1,fragile,3,41.63
57577,2,9,300,1,418,186,0.62,31,electric,4,9.5,1,1,standard,0,81.1
198612,9,6,800,1,181,479,0.599,10,petrol,2,9,1,1,standard,1,63.3
240176,9,3,500,2,113,203,0.406,18,electric,3,15.2,1,1,bulk,2,30.07
201639,8,8,1000,3,428,820,0.82,2,diesel,2,17.2,1,0,refrigerated,0,63.38
161088,6,9,800,1,110,633,0.791,147,petrol,4,10.5,1,1,standard,0,85.49
62454,3,10,500,1,201,356,0.712,56,diesel,4,6,1,1,hazardous,0,93.39
34229,1,10,1500,3,356,1453,0.969,65,electric,4,16.1,1,1,refrigerated,1,76.13
229947,8,6,500,3,335,482,0.964,79,diesel,2,21.2,1,1,standard,0,53.76
108874,4,10,800,3,242,688,0.86,24,electric,4,16.9,1,0,bulk,0,77.47
267690,9,3,300,2,107,251,0.837,31,petrol,2,13.7,1,1,standard,0,58.35
124064,5,9,800,1,420,750,0.938,66,petrol,4,6.5,1,0,hazardous,0,76.74
116324,4,6,1000,3,481,821,0.821,26,electric,4,15.7,0,1,standard,0,66.96
266544,9,3,800,1,290,600,0.75,37,petrol,3,6.5,1,1,standard,0,64.17
31768,0,10,500,2,113,204,0.408,44,diesel,4,14.4,1,1,standard,0,71.04
147287,6,6,500,2,308,407,0.814,5,diesel,4,13.3,1,1,hazardous,1,69.53
99747,3,9,500,1,218,370,0.74,59,diesel,3,7.2,1,1,standard,0,89.95
197649,8,9,800,1,433,439,0.549,33,petrol,4,11.8,1,0,standard,0,70.55
42142,1,9,500,2,146,409,0.818,132,petrol,4,12.7,1,1,standard,0,88.17
182485,7,5,800,2,285,674,0.842,58,electric,3,13.2,0,1,standard,0,66.3
74666,2,9,1500,2,341,1203,0.802,68,petrol,4,12.3,1,0,standard,0,88.43
182471,5,5,1000,2,296,445,0.445,36,diesel,3,10.9,1,0,standard,1,43.8
68186,3,10,800,2,359,638,0.798,36,diesel,4,13.5,1,1,standard,0,88.37
48088,2,8,300,3,184,191,0.637,272,petrol,3,18.6,0,1,bulk,1,64.19
108955,4,5,1000,1,147,493,0.493,10,diesel,4,8.1,1,1,hazardous,0,64.32
37206,0,8,1500,1,425,999,0.666,68,diesel,4,8.3,1,1,bulk,1,77.25
119099,4,9,300,1,490,166,0.553,5,diesel,4,8.5,1,1,standard,0,73.16
3864,0,10,500,3,192,333,0.666,29,diesel,4,17.5,1,1,standard,0,79.71
196505,7,7,1000,1,397,857,0.857,100,diesel,2,6.9,1,1,standard,1,71.08
35789,0,10,1000,2,214,903,0.903,256,diesel,4,13.6,1,1,standard,0,78.82
176649,7,9,800,3,334,375,0.469,193,diesel,3,17,0,1,standard,0,52.51
129800,5,10,800,2,100,449,0.561,179,diesel,3,14.4,1,0,refrigerated,1,67.57
158693,5,5,300,2,287,260,0.867,46,diesel,3,12,0,1,hazardous,0,68.62
220866,6,7,800,2,83,730,0.912,12,diesel,2,15.3,1,1,standard,0,57.54
260594,11,7,1500,1,438,1337,0.891,83,diesel,2,12.7,1,1,standard,0,73.21
181637,7,5,500,1,317,465,0.93,37,diesel,1,8.1,1,1,refrigerated,0,62.03
71519,4,10,800,3,374,373,0.466,8,petrol,4,16.4,1,0,standard,0,69.89
123118,6,8,500,2,237,313,0.626,108,diesel,3,10.5,1,1,fragile,0,62.03
98858,4,7,500,1,323,420,0.84,27,diesel,3,10,1,0,refrigerated,0,82.49
30368,1,9,1500,2,97,736,0.491,43,petrol,5,12.9,1,1,refrigerated,0,71.08
225724,8,6,1500,2,124,1274,0.849,36,diesel,3,13.9,0,1,standard,0,69.58
278679,9,8,1000,1,325,937,0.937,91,diesel,2,6.4,1,1,fragile,0,66.51
241926,10,2,1000,1,40,689,0.689,9,petrol,2,6.8,0,0,bulk,1,47.14
123327,5,8,300,3,270,234,0.78,5,electric,4,19,0,0,standard,0,76.78
112149,4,9,1500,1,188,1440,0.96,65,electric,4,8.8,1,1,refrigerated,2,74.23
41385,3,10,800,3,288,713,0.891,32,diesel,2,20.1,1,1,fragile,0,84.95
10892,1,8,800,2,237,756,0.945,43,petrol,5,10.4,1,0,standard,0,78.67
14094,2,7,1000,1,289,596,0.596,48,diesel,5,8,1,1,bulk,0,77.52
122571,5,7,500,2,464,227,0.454,37,petrol,2,12.2,0,1,bulk,0,53.35
41838,1,10,1000,2,149,544,0.544,37,diesel,5,14.3,1,1,refrigerated,1,85.15
226466,8,6,300,1,80,262,0.873,11,electric,3,11.2,0,1,refrigerated,4,65.19
10825,0,8,500,3,353,261,0.522,2,diesel,5,15.8,1,1,standard,2,72.58
58202,2,8,500,1,89,364,0.728,49,diesel,4,9,1,1,standard,0,84.15
39995,2,8,500,1,290,470,0.94,12,diesel,4,9,1,1,bulk,0,82.68
95876,3,7,300,2,269,225,0.75,11,petrol,4,13.2,1,0,standard,0,76.38
64267,2,8,800,1,416,698,0.872,5,petrol,5,9.9,1,1,standard,2,89
151660,4,8,1000,2,232,860,0.86,71,diesel,3,13.5,0,1,bulk,3,69.45
68478,2,10,1000,1,137,801,0.801,35,diesel,4,9.4,1,1,standard,0,95.68
275271,11,5,500,2,119,274,0.548,1,diesel,1,16.2,0,0,fragile,0,45.67
144667,5,6,1000,1,179,524,0.524,117,diesel,2,8.2,0,0,standard,1,58.94
181330,5,5,1000,2,264,788,0.788,89,diesel,1,12.5,0,0,fragile,1,62.4
134658,5,6,300,3,121,161,0.537,22,petrol,3,20.8,1,1,fragile,0,54.54
107145,3,8,1000,1,180,691,0.691,28,diesel,5,9.6,1,1,refrigerated,0,74.35
48827,2,10,1000,3,378,469,0.469,22,diesel,5,16.6,1,1,refrigerated,1,72.74
48883,3,8,500,2,124,256,0.512,54,petrol,4,13.1,0,0,bulk,0,75.44
191069,8,6,500,2,271,212,0.424,3,diesel,3,14.2,1,1,standard,1,48.57
14654,0,10,1500,2,196,1040,0.693,25,petrol,5,13.7,0,1,fragile,0,78.02
10662,0,9,1000,1,391,768,0.768,22,electric,5,9.9,1,1,standard,0,100
278086,12,4,800,2,150,540,0.675,63,petrol,1,15,0,0,bulk,0,43.78
37982,3,8,1500,2,144,666,0.444,64,diesel,5,12.4,1,1,standard,0,66.98
203805,8,4,300,3,253,146,0.487,36,diesel,3,17.4,1,1,bulk,1,41.81
25698,0,10,300,3,423,160,0.533,189,petrol,3,19.9,1,1,bulk,0,77.73
165015,6,7,800,1,58,376,0.47,133,diesel,3,9.3,0,0,hazardous,1,52.76
5375,0,9,500,2,243,349,0.698,73,diesel,5,12.2,1,1,bulk,0,78.38
89851,5,6,800,1,144,615,0.769,40,diesel,4,8.5,1,1,refrigerated,0,83.98
98123,4,9,800,3,197,774,0.968,30,diesel,4,16.4,0,1,bulk,1,66.15
209731,8,8,1500,3,33,1286,0.857,114,diesel,2,22,0,0,standard,0,65.86
180717,5,8,300,3,337,291,0.97,33,diesel,3,19.5,1,1,standard,1,53.72
118775,4,10,800,2,35,630,0.788,33,petrol,4,12,1,1,standard,1,83.51
8639,0,10,1000,3,127,409,0.409,84,petrol,5,20.1,1,1,standard,2,70.52
143785,6,9,800,2,214,682,0.852,1,diesel,5,14.6,1,1,fragile,0,80.33
97977,3,9,500,1,222,281,0.562,38,diesel,3,10.9,1,1,fragile,0,75.67
243168,9,6,800,3,381,568,0.71,1,petrol,3,19.1,0,0,bulk,0,57.58
196703,7,6,1000,1,125,877,0.877,4,petrol,2,9.4,1,1,fragile,1,71.98
60719,3,8,800,1,454,375,0.469,207,diesel,4,8.7,1,1,standard,0,70.29
170466,7,9,300,1,74,144,0.48,25,diesel,3,9,1,1,standard,1,60.13
231337,9,4,1500,3,156,695,0.463,61,electric,2,17.3,0,0,standard,1,32.96
14925,0,8,1000,2,77,965,0.965,283,petrol,5,14.6,0,1,standard,1,69.37
133540,6,10,500,2,29,460,0.92,20,diesel,4,13.1,1,1,refrigerated,0,73.44
172003,5,7,1000,1,269,721,0.721,1,diesel,4,9.1,0,1,fragile,4,70.87
98168,4,10,1000,3,290,942,0.942,4,electric,4,17.6,1,1,fragile,1,70.03
112576,5,6,300,1,499,138,0.46,41,petrol,5,8.6,1,1,fragile,0,66.07
197074,8,5,500,3,153,295,0.59,4,diesel,3,19.3,1,0,hazardous,0,51.19
134619,4,7,1000,2,239,841,0.841,36,diesel,4,13,1,1,standard,0,76.36
10368,0,7,800,1,135,614,0.768,14,diesel,3,8.3,0,1,fragile,1,86.95
151929,5,8,500,2,195,382,0.764,84,petrol,3,13.2,0,1,fragile,1,70.03
59346,1,10,1000,2,273,961,0.961,2,petrol,4,12,1,1,bulk,0,75.57
43295,1,9,1000,1,40,654,0.654,5,diesel,4,10.7,1,1,standard,0,78.93
264648,10,5,500,2,167,417,0.834,2,petrol,3,14.1,0,1,bulk,0,65.5
87679,3,9,800,2,379,643,0.804,1,petrol,3,13.2,1,0,fragile,0,81.09
125341,4,6,800,1,418,514,0.642,170,electric,3,7.6,0,1,fragile,1,65.08
271143,7,7,1500,2,226,930,0.62,27,diesel,2,11.4,0,1,standard,0,57.84
17176,0,9,1000,3,99,937,0.937,18,petrol,5,17.3,1,1,standard,1,77.34
192203,6,6,800,2,294,592,0.74,3,diesel,3,8.9,1,1,standard,0,71.32
91377,3,9,1500,2,180,790,0.527,319,diesel,3,12.8,1,1,standard,0,69.57
166582,7,9,1500,1,399,841,0.561,45,diesel,3,9.4,1,1,standard,1,71.65
190528,7,8,500,2,124,447,0.894,130,diesel,2,14.2,0,0,standard,0,62.48
80508,3,8,500,2,83,347,0.694,23,diesel,4,11.9,1,0,bulk,0,69.21
107901,5,6,1000,2,369,672,0.672,13,diesel,4,13.5,1,0,bulk,1,64.6
75380,4,8,500,3,476,364,0.728,7,petrol,4,18.2,1,1,bulk,0,77.74
64591,1,9,300,3,166,252,0.84,5,petrol,4,19,1,0,fragile,0,79.93
160525,5,9,500,3,86,323,0.646,48,petrol,3,19.2,1,1,refrigerated,0,66.18
178448,7,9,500,2,246,242,0.484,11,diesel,4,12.6,1,0,bulk,2,55.88
222002,7,4,1000,3,235,568,0.568,2,petrol,3,18.2,0,0,standard,0,44.12
160585,5,8,500,3,471,288,0.576,1,diesel,3,17.3,1,1,bulk,0,61.38
186567,6,8,500,3,175,476,0.952,32,diesel,2,15.2,1,1,bulk,0,54.48
161209,4,4,500,1,27,255,0.51,3,diesel,4,8.3,1,1,standard,0,65.65
166082,6,8,500,3,211,222,0.444,12,petrol,3,16.7,0,1,standard,1,51.39
84103,2,10,500,3,477,369,0.738,80,diesel,5,18.8,0,1,bulk,0,83.07
82895,6,9,1000,3,110,517,0.517,41,petrol,5,20.1,1,1,standard,0,76.93
121532,5,7,800,3,414,706,0.882,4,petrol,4,17,1,1,standard,0,71.85
22138,1,8,800,2,187,524,0.655,65,diesel,4,14.6,1,1,standard,0,77.65
127012,4,7,500,3,477,201,0.402,153,petrol,4,16.9,1,1,refrigerated,1,55.45
201298,7,8,1500,2,389,894,0.596,76,diesel,3,14.5,1,1,bulk,0,60.28
213029,9,6,800,2,447,600,0.75,118,petrol,3,13.6,0,0,fragile,3,57.83
280257,11,4,300,2,75,177,0.59,5,petrol,3,13.6,1,1,standard,2,52
80304,3,10,500,1,397,256,0.512,62,petrol,4,9.8,0,1,standard,0,81.91
45029,0,10,800,2,359,486,0.608,75,petrol,5,11.1,1,1,standard,0,85.08
221966,8,3,1000,2,176,650,0.65,83,diesel,2,13.4,0,1,standard,1,48.68
207752,6,5,800,2,217,559,0.699,47,diesel,2,14.1,0,1,standard,1,49.25
41077,1,9,800,2,318,554,0.692,146,diesel,3,17,0,0,refrigerated,1,74.72
193071,5,7,500,2,214,231,0.462,98,diesel,2,13.4,0,1,standard,1,44.55
260589,11,5,1000,1,170,758,0.758,78,electric,1,10.5,0,1,hazardous,0,52.99
64687,2,8,800,3,317,646,0.808,75,diesel,4,17.4,1,1,refrigerated,1,78.04
84271,2,10,500,2,102,412,0.824,43,diesel,4,15.2,1,1,standard,1,82.5
133752,6,8,1000,2,30,882,0.882,69,petrol,3,9.7,0,0,standard,3,67.09
221752,8,5,500,3,460,232,0.464,1,petrol,3,17.7,1,1,bulk,3,36.71
233432,8,8,300,1,43,183,0.61,179,diesel,2,7.8,1,0,bulk,0,57.26
156151,6,9,800,2,27,479,0.599,41,diesel,4,13.5,1,1,bulk,0,66.73
127559,3,8,800,1,21,536,0.67,46,petrol,4,7.5,1,1,standard,0,70.47
156747,8,5,1000,2,129,455,0.455,10,petrol,3,13.3,0,0,bulk,1,45.23
105725,4,9,500,1,21,369,0.738,215,petrol,3,9.4,1,1,bulk,0,82.93
239195,9,7,800,2,179,685,0.856,6,petrol,1,11.4,1,1,bulk,0,64.92
230211,9,6,500,2,95,439,0.878,1,petrol,3,15.4,0,0,standard,1,57.69
64382,2,10,500,2,483,257,0.514,155,petrol,3,14.6,1,1,bulk,0,74.66
93477,3,9,500,2,237,253,0.506,31,petrol,4,11.9,1,1,bulk,1,73.1
33697,1,10,800,2,281,393,0.491,342,diesel,4,16.2,0,1,bulk,0,68.67
25465,1,10,500,1,430,334,0.668,24,diesel,5,9.9,1,1,bulk,0,91.03
53880,2,9,800,1,352,416,0.52,63,diesel,4,10.1,1,1,standard,1,79.66
75301,2,9,1000,2,172,452,0.452,78,diesel,4,17,1,1,standard,0,71.82
213454,7,8,500,1,375,262,0.524,25,diesel,3,8.1,0,0,standard,0,63.35
268887,10,4,1500,2,174,887,0.591,17,diesel,2,11.4,0,1,fragile,2,48
17015,0,10,500,2,384,370,0.74,258,diesel,4,12.5,1,0,bulk,1,92.4
100741,2,8,1500,2,447,1275,0.85,12,diesel,3,11.8,1,0,bulk,1,78.32
154589,7,8,500,1,209,282,0.564,69,diesel,3,8.6,1,1,hazardous,1,69.25
75292,2,6,800,2,454,531,0.664,171,petrol,3,12.6,0,1,standard,1,61.37
270513,12,8,800,2,277,541,0.676,222,petrol,1,14,1,1,standard,1,50.47
143461,3,6,500,2,39,239,0.478,136,electric,3,12.7,0,1,standard,1,48.37
203536,7,6,800,3,239,658,0.822,26,electric,3,17.7,1,1,standard,0,65.38
189264,8,5,800,2,322,333,0.416,70,diesel,2,14.1,0,1,hazardous,3,39.03
51712,2,9,500,2,237,467,0.934,2,diesel,5,11.9,1,0,hazardous,0,78.62
174049,6,5,500,2,184,407,0.814,186,diesel,1,13.9,0,0,standard,0,52.68
85803,3,6,500,3,274,272,0.544,19,petrol,4,18.7,1,0,bulk,2,58.01
82795,4,9,500,2,265,235,0.47,14,diesel,5,11.7,1,0,bulk,0,65.51
130612,5,7,500,3,337,256,0.512,28,petrol,4,19.7,1,1,fragile,0,67.99
278119,11,7,500,2,358,425,0.85,13,diesel,2,15.2,1,0,bulk,2,62.07
99721,4,10,800,2,147,747,0.934,6,diesel,4,12.8,1,1,bulk,0,76.52
249473,9,4,800,2,95,521,0.651,33,petrol,3,11.7,1,0,standard,2,47.32
181976,6,10,800,1,25,755,0.944,1,diesel,2,7.7,1,1,bulk,0,77.37
228722,9,5,800,2,113,483,0.604,47,petrol,2,12.2,1,0,bulk,1,45.15
191542,7,8,300,1,419,254,0.847,8,electric,4,8.6,0,1,standard,0,72.65
91124,3,7,800,2,401,551,0.689,29,electric,4,14.4,1,1,standard,1,72.95
46262,1,10,500,3,57,431,0.862,311,diesel,3,19.8,1,0,refrigerated,1,78.61
65319,2,8,300,1,411,210,0.7,17,diesel,4,9,1,1,hazardous,0,85.92
28502,1,8,300,2,66,261,0.87,59,diesel,4,11.6,1,1,standard,0,87.93
25883,0,10,800,2,436,539,0.674,24,electric,4,16.2,0,1,standard,1,79.11
233920,8,6,500,1,356,390,0.78,65,diesel,2,8.7,0,1,standard,0,64.1
84676,2,10,800,2,277,586,0.732,66,diesel,4,12.3,1,1,standard,1,83.52
238074,9,7,800,2,105,641,0.801,64,electric,2,12.7,1,1,standard,0,72.93
227679,10,5,500,1,25,226,0.452,21,diesel,2,8.9,0,1,bulk,3,45.02
242506,10,7,300,1,370,135,0.45,152,petrol,1,6.8,0,0,standard,0,50.4
232014,10,8,500,1,480,398,0.796,32,petrol,1,8.3,1,1,standard,0,73.48
203354,8,6,500,2,459,445,0.89,12,diesel,3,14,1,1,standard,0,72.09
195837,9,6,300,2,242,227,0.757,23,diesel,3,12.2,1,1,bulk,0,67.92
223818,10,8,800,2,385,753,0.941,54,electric,3,12.2,1,0,standard,0,61.3
211813,10,8,800,2,356,658,0.822,39,diesel,1,10.9,0,1,fragile,0,67.65
182410,6,4,800,1,51,632,0.79,29,diesel,3,9.5,0,0,standard,1,67.1
101750,3,10,500,1,335,354,0.708,34,petrol,3,8.3,1,0,standard,0,83.19
152234,5,7,800,3,152,465,0.581,17,diesel,3,18.2,1,1,fragile,0,62.48
177650,7,5,1500,2,26,1258,0.839,19,electric,3,12.9,0,1,bulk,0,60.99
14113,0,9,500,1,101,393,0.786,1,petrol,4,7.8,1,1,standard,0,92.36
189869,8,6,300,2,404,156,0.52,1,diesel,2,12.3,1,1,standard,2,56.38
223433,7,8,1500,1,165,873,0.582,38,diesel,2,11.3,0,0,standard,0,63.78
35324,0,10,800,2,347,713,0.891,39,diesel,4,13.2,1,1,standard,1,88.2
78268,2,7,300,3,84,281,0.937,212,diesel,3,16,1,1,standard,0,63.45
161080,5,8,300,3,390,150,0.5,165,petrol,2,16.8,1,1,bulk,1,56.37
155135,4,5,1000,1,206,592,0.592,41,diesel,3,8.9,0,1,refrigerated,0,65.5
107314,4,8,800,2,289,656,0.82,21,diesel,4,15,1,1,bulk,0,78.8
169373,7,7,800,3,481,716,0.895,62,diesel,4,19.7,1,1,bulk,1,69.21
196359,8,8,800,2,159,535,0.669,16,petrol,3,12.6,1,1,standard,0,64.44
248676,9,7,1500,1,272,714,0.476,87,diesel,2,11,1,1,fragile,2,47.3
107230,3,8,500,2,45,371,0.742,113,diesel,4,12.5,1,0,standard,0,76.09
247318,10,5,300,1,452,293,0.977,54,diesel,3,9,1,1,bulk,1,58.02
70793,3,9,300,2,127,214,0.713,214,diesel,3,14.6,1,1,hazardous,0,88.49
137946,6,4,800,3,42,758,0.948,197,petrol,3,15.8,0,1,standard,0,52.43
84636,2,9,800,2,225,466,0.582,129,diesel,4,13.7,1,0,refrigerated,0,75.17
42284,2,10,500,2,102,419,0.838,43,diesel,4,14.4,1,0,bulk,0,88.48
91736,4,10,300,2,488,216,0.72,13,electric,4,11.1,1,1,fragile,0,81.56
181115,5,7,300,1,178,243,0.81,34,diesel,4,9.6,1,1,standard,1,77.06
48772,3,10,500,1,309,384,0.768,78,diesel,3,10.7,1,1,standard,1,90.38
80537,3,10,500,2,214,307,0.614,19,diesel,4,12.1,1,1,bulk,1,76.25
137625,4,5,500,1,337,375,0.75,133,petrol,3,9.4,1,1,hazardous,1,75.2
73556,3,9,1000,2,31,677,0.677,33,diesel,4,12.2,1,1,refrigerated,0,78.85
262836,11,3,800,2,148,662,0.828,24,diesel,2,12.7,0,1,fragile,1,53.28
106053,4,8,300,1,326,235,0.783,14,electric,4,10.8,1,0,refrigerated,1,81.66
46359,1,9,800,2,32,771,0.964,85,diesel,3,12.8,0,1,bulk,0,73.16
202917,8,6,300,1,306,163,0.543,16,petrol,3,7.8,1,0,standard,0,63.89
276659,11,7,800,1,95,635,0.794,46,diesel,2,10,1,1,standard,1,68.38
168941,6,7,300,1,72,147,0.49,44,diesel,2,9.9,0,1,refrigerated,0,53.96
198892,9,7,1500,1,140,603,0.402,230,petrol,2,7,1,1,fragile,1,52.78
77646,2,5,500,1,98,477,0.954,67,diesel,5,8.9,0,1,standard,2,71.24
234096,8,3,1000,1,179,725,0.725,122,diesel,2,10.8,1,1,bulk,1,57.23
174328,6,9,1500,1,112,1283,0.855,1,diesel,3,9.8,1,1,standard,0,82.85
139384,6,7,1000,2,386,448,0.448,189,petrol,3,12.5,0,1,hazardous,1,48.5
246017,9,5,500,2,308,207,0.414,14,diesel,2,14.7,0,0,hazardous,1,30.61
233797,8,5,800,3,95,763,0.954,55,diesel,1,16,1,1,standard,0,48.3
126015,5,9,800,2,286,491,0.614,6,diesel,3,12.3,1,1,bulk,0,73.96
22696,2,10,500,1,396,355,0.71,134,diesel,4,10.8,1,0,standard,0,94.76
241551,9,4,800,1,112,715,0.894,18,petrol,3,7,1,1,bulk,0,66.85
8948,0,7,1500,3,245,1276,0.851,3,diesel,5,16.7,1,0,fragile,1,78.74
44895,0,10,500,1,243,230,0.46,17,diesel,4,9.3,0,1,fragile,0,73.7
208300,7,7,1000,2,469,526,0.526,237,petrol,1,13.3,1,1,bulk,1,53.46
94208,3,9,300,1,242,202,0.673,42,petrol,4,9.8,1,1,bulk,0,81.86
224854,7,7,500,2,268,282,0.564,105,diesel,2,10.9,1,1,bulk,0,58.46
1011,0,10,1000,1,46,407,0.407,51,diesel,5,10.6,1,0,standard,1,79.41
240333,10,5,800,2,359,657,0.821,224,diesel,2,10,0,1,bulk,0,57.3
63918,4,10,800,2,384,497,0.621,27,petrol,4,14.1,0,1,standard,1,76.92
271623,9,5,500,2,464,401,0.802,8,diesel,1,13.1,1,1,hazardous,1,62.47
163065,5,6,500,2,269,358,0.716,31,diesel,3,13.1,1,1,standard,0,71
31022,2,8,500,1,71,377,0.754,87,petrol,4,10.8,0,1,bulk,1,85.65
260760,11,7,300,2,98,255,0.85,54,petrol,1,15.4,0,1,standard,2,58.5
120030,4,7,1500,2,87,1161,0.774,32,petrol,4,15.5,0,1,fragile,1,71.38
190193,6,8,500,2,397,242,0.484,88,diesel,3,13.7,1,0,standard,0,54.3
11127,0,7,1000,1,256,793,0.793,23,petrol,4,7.5,1,1,standard,1,87.76
231738,10,7,500,2,126,378,0.756,71,diesel,2,12.7,1,1,bulk,0,69.51
13382,0,10,1000,2,377,882,0.882,35,petrol,4,11.8,1,1,bulk,0,94.87
233082,10,5,1500,2,222,1118,0.745,72,diesel,2,11.6,0,0,standard,0,55.52
259007,11,4,1500,2,349,861,0.574,43,petrol,2,13.6,0,0,refrigerated,3,41.51
116828,4,3,500,2,484,266,0.532,30,diesel,3,14,1,0,hazardous,1,56.79
95560,3,10,500,2,74,327,0.654,81,electric,4,10.6,1,1,standard,0,80.48
152546,6,7,500,2,44,413,0.826,31,petrol,3,11,1,0,fragile,1,75.34
273471,10,6,1500,2,215,1010,0.673,146,petrol,2,12.1,1,1,standard,0,51.42
6944,0,10,1000,2,188,487,0.487,25,diesel,5,12.8,1,1,fragile,0,79.76
177919,5,8,500,2,91,445,0.89,258,diesel,1,11.6,0,1,fragile,1,69.9
3449,0,10,500,3,30,473,0.946,3,petrol,5,17.3,1,1,standard,0,78.71
184884,7,7,300,1,335,228,0.76,7,diesel,3,6,1,0,bulk,0,77.66
20883,2,10,800,3,22,638,0.798,141,petrol,5,19.9,1,1,refrigerated,0,84.14
73341,4,10,1000,1,77,581,0.581,91,diesel,3,8.6,1,0,bulk,0,77.24
280841,11,8,300,2,402,266,0.887,43,petrol,2,12.6,0,1,standard,0,65.13
148155,8,8,500,2,337,392,0.784,98,electric,2,13.7,0,1,fragile,3,64.72
176712,7,6,1000,2,404,581,0.581,7,diesel,3,10.5,0,1,standard,1,56.98
249390,12,4,1000,2,334,806,0.806,44,electric,2,12.9,0,1,hazardous,0,54.65
6472,0,8,500,3,71,227,0.454,275,diesel,4,18.5,1,1,standard,1,63.11
146808,6,10,800,3,58,562,0.702,87,petrol,2,17.7,1,1,bulk,0,73.76
227426,9,7,1500,2,364,990,0.66,29,diesel,2,12.9,0,1,standard,0,57.73
121843,4,5,500,1,235,478,0.956,5,diesel,4,6,1,1,bulk,0,68.61
16031,1,9,500,1,48,402,0.804,53,petrol,5,8.1,1,1,standard,0,91.54
160160,6,7,500,2,410,341,0.682,76,petrol,3,14.3,1,0,standard,1,56.65
17507,2,8,1000,2,418,775,0.775,136,electric,5,14.2,1,0,fragile,0,81.4
279208,11,5,300,2,445,165,0.55,182,diesel,1,12.9,1,1,standard,1,48.86
247514,10,5,500,1,125,238,0.476,9,diesel,2,6,0,0,bulk,0,43.4
238227,10,7,500,1,64,456,0.912,49,petrol,2,10.2,1,1,standard,0,64.89
80715,2,10,800,1,490,499,0.624,41,diesel,4,8.6,1,1,fragile,0,80.77
227035,8,5,800,3,388,457,0.571,26,diesel,3,18.5,1,1,bulk,0,47.49
245502,9,5,500,1,388,346,0.692,35,electric,2,10,1,1,bulk,1,61.12
257152,9,7,1000,2,90,805,0.805,21,petrol,2,12.7,1,0,refrigerated,0,62.17
119025,6,7,1500,1,120,1180,0.787,9,diesel,3,8.6,0,1,bulk,0,78.03
147125,4,6,300,3,204,266,0.887,17,diesel,3,19.7,1,1,standard,0,70.01
262144,10,3,800,2,195,328,0.41,18,electric,3,13.2,0,1,standard,1,35.9
253262,8,4,300,2,142,121,0.403,2,petrol,3,11.5,1,1,standard,1,42.51
235701,7,6,500,2,330,243,0.486,73,petrol,2,11.1,1,1,standard,1,48.16
48546,2,9,800,3,279,562,0.702,39,diesel,4,18.9,0,0,bulk,1,77.55
174876,8,7,300,2,248,258,0.86,8,petrol,4,13.9,0,0,standard,1,71.29
153348,9,9,800,2,311,463,0.579,64,diesel,4,14,1,1,standard,1,76.23
101173,4,7,800,1,188,356,0.445,81,petrol,2,8.7,1,1,standard,2,55.35
105446,7,6,1000,1,489,797,0.797,49,diesel,4,9.7,1,1,standard,1,78.94
57714,1,10,500,2,195,204,0.408,8,electric,5,15.7,1,1,standard,1,71.42
28543,0,9,300,1,485,200,0.667,26,diesel,4,11.7,1,0,standard,2,79.32
241063,9,5,1000,1,409,609,0.609,190,electric,2,11.5,0,1,standard,1,53.04
114914,5,10,1500,3,292,613,0.409,10,diesel,3,18.7,1,1,hazardous,0,59.59
179588,8,8,1000,1,61,855,0.855,1,electric,3,8.2,1,1,fragile,0,81.2
36700,0,10,800,1,412,484,0.605,15,petrol,5,9.6,0,1,standard,0,83.98
181431,7,7,300,3,53,283,0.943,69,diesel,2,18.2,0,1,bulk,1,57.62
103121,4,8,800,1,253,670,0.838,97,electric,3,10.4,1,1,fragile,2,85.22
66921,2,6,1500,2,182,1258,0.839,16,petrol,4,12.7,0,1,bulk,2,81.28
85912,3,9,500,3,98,471,0.942,129,diesel,4,16.9,0,1,standard,0,66.17
212330,9,9,800,3,248,459,0.574,55,petrol,2,16.9,1,0,bulk,1,52.55
67874,3,10,800,3,387,416,0.52,38,petrol,4,18.8,0,1,standard,0,73.05
116387,5,10,800,3,404,468,0.585,41,diesel,3,17.5,1,1,bulk,1,70.94
2717,0,10,500,1,63,298,0.596,55,diesel,3,10.4,1,1,hazardous,0,87.47
229018,9,7,500,2,385,381,0.762,16,diesel,3,13.7,1,0,standard,1,63.73
276062,11,5,300,2,142,221,0.737,12,diesel,2,13.7,0,1,bulk,1,57.59
137935,3,8,300,2,166,206,0.687,40,electric,3,10.7,1,0,fragile,0,67.39
